NUM_BO;DATA_OCORRENCIA_BO;HORA_OCORRENCIA_BO;NATUREZA APURADA;RUBRICA;DESC_PERIODO;DESCR_TIPOLOCAL;LATITUDE;LONGITUDE;BAIRRO;LOGRADOURO;NOME_DELEGACIA_CIRC;NOME_SECCIONAL_CIRC;FLAG_STATUS_CRIME;FLAG_FLAGRANTE;MES;ANO;TURNO;FIM_DE_SEMANA;VIA_PUBLICA;CRIME_DOLOSO
GG2539;2026-04-24;05:20:00;LESAO CORPORAL SEGUIDA DE MORTE;Lesão corporal (art. 129);;Saúde;-23.48270658;-46.63187701;MANDAQUI;RUA VOLUNTARIOS DA PATRIA;20º D.P. AGUA FRIA;DEL.SEC.4º NORTE;C;N;4.0;2026.0;madrugada;0;0;0
GG3895;2026-04-24;11:40:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.4908337;-46.7031427;VILA CAVATON;Rua Júlio Augusto Brandassi;28º D.P. FREGUESIA DO O;DEL.SEC.4º NORTE;T;N;4.0;2026.0;manha;0;1;0
GG8242;2026-04-24;18:45:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.4739624;-46.6393473;PARQUE MANDAQUI;Avenida Ultramarino;38º D.P. VILA AMALIA;DEL.SEC.4º NORTE;T;S;4.0;2026.0;noite;0;1;0
GH1735;2026-04-24;16:40:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Terminal/Estação;-23.58574827;-46.6075076;IPIRANGA;RUA BOM PASTOR;17º D.P. DOUTOR ALDO GALIANO;DEL.SEC.2º SUL;T;S;4.0;2026.0;tarde;0;0;0
GH1764;2026-04-24;19:40:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;S;4.0;2026.0;noite;0;0;0
GH3928;2026-04-25;01:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.45458153;-46.64819174;MANDAQUI;RUA JOAO CARLOS DEYNHAUSEN;38º D.P. VILA AMALIA;DEL.SEC.4º NORTE;T;N;4.0;2026.0;madrugada;1;1;0
GH6163;2026-04-25;09:50:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Terminal/Estação;-23.53702539;-46.64332683;SANTA CECILIA;TERMINAL PRINCESA ISABEL;77º D.P. SANTA CECILIA;DEL.SEC.1º CENTRO;C;S;4.0;2026.0;manha;1;0;1
GH7431;2026-04-25;09:29:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5673266;-46.4213093;CONJUNTO HABITACIONAL FAZENDA DO CARMO;Rua Paulo Gracindo;53º D.P. PARQUE DO CARMO;DEL.SEC.8º SAO MATEUS;T;N;4.0;2026.0;manha;1;1;0
GH9426;2026-04-25;14:10:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5099965;-46.4583874;JARDIM DAS CAMELIAS;Travessa José Antônio Arze;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;S;4.0;2026.0;tarde;1;1;0
GI1173;2026-04-25;04:00:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;98º D.P. JARDIM MIRIAM;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;madrugada;1;0;0
GI3676;2026-04-25;23:47:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.59078978;-46.78266298;RAPOSO TAVARES;RUA ANGELO APARECIDO DOS SANTOS DIAS;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;C;N;4.0;2026.0;noite;1;1;1
GI3811;2026-04-25;23:20:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.7759928;-46.6760418;JARDIM NORONHA;Travessa Alvorada do Porto;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;noite;1;1;0
GI3850;2026-04-26;01:40:50;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.5506085;-46.634841;SÉ;Rua Senador Feijó;01º D.P. SE;DEL.SEC.1º CENTRO;C;S;4.0;2026.0;madrugada;1;1;1
GI4774;2026-04-26;07:14:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;manha;1;0;0
GI4827;2026-04-26;05:50:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.575508;-46.6696853;JARDIM PAULISTA;Avenida Nove de Julho;15º D.P. DR. LUC. H BEIGUELMAN;DEL.SEC.3º OESTE;T;N;4.0;2026.0;madrugada;1;1;0
GI5060;2026-04-25;20:50:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.58607871;-46.39657554;CIDADE TIRADENTES;RUA ALFONSO ASTURARO;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;C;N;4.0;2026.0;noite;1;1;1
GJ0325;2026-04-26;08:30:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;98º D.P. JARDIM MIRIAM;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;manha;1;0;0
GJ0585;2026-04-26;20:30:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.74736226;-46.66894684;GRAJAU;RUA JULIO GADDA;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0;noite;1;1;1
GK2417;2026-04-27;14:00:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Via Pública;-23.4468182;-46.5813921;SÍTIO DO PIQUERI;Rua Manuel Vieira da Luz;73º D.P. JACANA;DEL.SEC.4º NORTE;T;S;4.0;2026.0;tarde;0;1;0
GL2615;2026-04-18;;HOMICIDIO DOLOSO;Homicídio (art. 121);Pela manhã;Via Pública;-23.66306503;-46.75583838;JD SÃO LUIS;RUA MARIA BENEDITA RODRIGUES;92º D.P. PQ. SANTO ANTONIO;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0;desconhecido;1;1;1
GO4994;2026-04-29;20:55:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.6391243;-46.7816291;PIRAJUSSARA;Rua da Praia de Miramar;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0;noite;0;1;1
GO5831;2026-04-29;22:43:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Restaurante e Afins;-23.53896683;-46.64076767;REPUBLICA;RUA VITORIA;03º D.P. CAMPOS ELISEOS;DEL.SEC.1º CENTRO;T;N;4.0;2026.0;noite;0;0;0
GO5956;2026-04-29;22:20:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.65749575;-46.66465945;CIDADE ADEMAR;AVENIDA VEREADOR JOAO DE LUCA;43º D.P. CIDADE ADEMAR;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;noite;0;1;0
GO6784;2026-04-30;04:00:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;S;4.0;2026.0;madrugada;0;0;0
GP6505;2026-04-20;20:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Restaurante e Afins;-23.49557753;-46.66658232;LIMAO;RUA ALCIDES ALVES;40º D.P. VILA STA MARIA;DEL.SEC.4º NORTE;T;N;4.0;2026.0;noite;0;0;0
GP9573;2026-04-30;17:40:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.6197517;-46.73011211;VILA ANDRADE;RUA ITAPEIM;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;N;4.0;2026.0;tarde;0;1;1
GQ0949;2026-04-30;15:11:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.6157894;-46.7251774;PARAISÓPOLIS;Rua Herbert Spencer;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;N;4.0;2026.0;tarde;0;1;0
GP8739;2026-04-30;15:33:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;35º D.P. JABAQUARA;DEL.SEC.2º SUL;T;S;4.0;2026.0;tarde;0;0;0
GQ0373;2026-04-30;16:37:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;T;S;4.0;2026.0;tarde;0;0;0
GQ2905;2026-04-30;21:39:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;06º D.P. CAMBUCI;DEL.SEC.1º CENTRO;T;S;4.0;2026.0;noite;0;0;0
GQ2905;2026-04-30;21:39:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;06º D.P. CAMBUCI;DEL.SEC.1º CENTRO;T;S;4.0;2026.0;noite;0;0;0
GR7811;2026-04-29;15:00:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;44º D.P. GUAIANAZES;DEL.SEC.8º SAO MATEUS;C;N;4.0;2026.0;tarde;0;0;1
HI7107;2026-04-17;23:00:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;50º D.P. ITAIM PAULISTA;DEL.SEC.7º ITAQUERA;T;N;4.0;2026.0;noite;0;0;0
